TIME,COURSE,IMP_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2020/09/21 7:22:16 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,N/A,N/A,N/A,N/A,High Impact,N/A,High Impact,N/A,N/A,N/A,Some Impact,ShareTime CSIP Program,,,,,,,,,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2020/09/21 7:22:18 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,Yes,Yes,,,,,,Yes,Yes,,,First Choice,,,Man,18 and younger
2020/09/21 7:22:29 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,N/A,No Impact,No Impact,No Impact,N/A,N/A,Some Impact,Some Impact,Some Impact,N/A,N/A,N/A,N/A,ShareTime CSIP Program,Yes,Yes,,,,,,,,,,Yes,First Choice,,,Man,18 and younger
2020/09/21 7:22:46 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime CSIP Program,,,Yes,,,,,,Yes,Yes,,,First Choice,,,Man,18 and younger
2020/09/21 7:23:55 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,ShareTime CSIP Program,Yes,Yes,Yes,,,,,,,Yes,,,First Choice,,,Man,18 and younger
2020/09/21 7:29:04 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,ShareTime CSIP Program,,,,Yes,,,,,Yes,Yes,,Yes,First Choice,,,Prefer not to say,18 and younger
2020/09/21 7:37:15 AM EST,CMP 131 Fundamentals of Programming (Python),High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,ShareTime CSIP Program,Yes,,Yes,,,,,,Yes,,,Yes,First Choice,,,Woman,18 and younger
2020/09/21 8:03:27 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,Some Impact,High Impact,N/A,N/A,Some Impact,N/A,Some Impact,Some Impact,High Impact,N/A,Some Impact,N/A,N/A,ShareTime CSIP Program,Yes,,Yes,,,,,,Yes,,Yes,Yes,First Choice,,,Man,18 and younger
2020/09/21 11:38:33 AM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,N/A,Some Impact,N/A,N/A,N/A,N/A,Computer Science,Yes,,,,,,,,Yes,,,Yes,First Choice,,,Man,18 and younger
2020/09/21 12:00:19 PM EST,CMP 128 Computer Science I,Some Impact,N/A,Some Impact,N/A,N/A,N/A,N/A,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 12:01:45 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Computer Science,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,25-34
2020/09/21 12:02:30 PM EST,CMP 128 Computer Science I,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,Yes,,,Yes,,,,,Yes,,,,First Choice,,,Man,19-20
2020/09/21 12:02:57 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,,,Yes,,,,,Yes,,,First Choice,,,Man,25-34
