TIME,COURSE,IMP_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2021/10/20 10:17:31 AM EST,CMP 130 Intro to IT,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,No,No,No,Engineering,,,Man,19-20
2021/10/20 10:21:23 AM EST,CMP 130 Intro to IT,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Graphic Design,,,Man,19-20
2021/10/20 10:27:46 AM EST,CMP 130 Intro to IT,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Information Technology,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Engineering,,,Man,19-20
2021/10/20 10:53:56 AM EST,CMP 130 Intro to IT,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/20 11:40:21 AM EST,CMP 130 Intro to IT,High Impact,High Impact,High Impact,High Impact,Some Impact,N/A,N/A,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Science,,,Prefer not to say,25-34
2021/10/20 12:13:05 PM EST,CMP 130 Intro to IT,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,N/A,Computer Science,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Engineering,,,Man,19-20
2021/10/20 1:16:43 PM EST,CMP 130 Intro to IT,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Graphic Design,,,Man,19-20
2021/10/20 1:21:19 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,2,I find all the coding and commands very confusing and i'm struggling to understand the concept and the process of using jgrasp so I would say if I could do it again I would probably pick a different class.,Man,18 and younger
2021/10/20 8:18:53 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,First Choice,,,Man,19-20
2021/10/21 2:12:05 PM EST,CMP 130 Intro to IT,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,LIberal Arts,,,Man,19-20
2021/10/21 2:22:28 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Science,,,Man,19-20
2021/10/21 3:13:46 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2021/10/22 9:08:19 AM EST,CMP 130 Intro to IT,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/22 5:07:51 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Information Technology,No,No,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,35-64
2021/10/22 7:34:04 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/22 7:36:54 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Woman,18 and younger
2021/12/17 10:13:34 AM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,No,No,No,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,35-64
2021/12/17 1:11:40 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Business,,,Man,18 and younger
2022/09/26 12:13:34 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2022/09/26 1:36:22 PM EST,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,First Choice,,,Man,25-34
2022/09/26 1:37:38 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Liberal Arts,,,,,,,,,,,,,,1,Im really only taking this class for the requirement. im not super interested or even very good with this kind of stuff,Woman,19-20
2022/09/26 1:39:43 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,First Choice,,,Man,18 and younger
2022/09/26 1:40:07 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,Information Technology,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,25-34
2022/09/26 1:40:17 PM EST,CMP 128 Computer Science I,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,High Impact,High Impact,N/A,N/A,N/A,N/A,Some Impact,Some Impact,High Impact,N/A,No Impact,Some Impact,No Impact,N/A,Information Technology,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Business,,,Man,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High School Student,,,,,,,,,,,,,,4,To further my knowledge of computing.,Prefer not to say,18 and younger
2022/09/26 1:41:09 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2022/09/26 1:41:20 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/09/26 1:41:22 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/09/26 1:41:42 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business,,,,,,,,,,,,,,1,Computer Science isn't really for me but it helps me with Business. ,Woman,18 and younger
2022/09/26 1:42:28 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Liberal Arts,,,,,,,,,,,,,,2,I'm taking this course because I need it to graduate ,Man,21-24
2022/09/26 1:42:46 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High School Student,,,,,,,,,,,,,,2,"I am more interested in doing law in the long run, I would like to practice as a lawyer one day. The program my high school offered did not allow me to do any law classes here, so I thought computer science was something interesting I could do that was available. While it certainly is interesting as I do it now, I still wanna do law in the long run.",I do not identify,18 and younger
2022/09/26 1:43:10 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Music Recording,,,,,,,,,,,,,,5,To further my studies in Computer Science and to lead to a positive career path.,Man,19-20
2022/09/26 1:43:43 PM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,N/A,N/A,Some Impact,Some Impact,N/A,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Nursing,,,Man,25-34
2022/09/26 1:44:19 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,LIberal Arts,,,Man,19-20
2022/09/26 3:57:07 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2022/09/26 3:58:05 PM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,N/A,N/A,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Science,,,Man,19-20
2022/09/26 3:58:15 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,First Choice,,,Man,18 and younger
2022/09/26 3:58:40 PM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Biology,,,,,,,,,,,,,,3,"I'm a bio major and in the field I want to go into computing is not required at all. except, if I wanted to make my own code for a machine or task.",Man,19-20
2022/09/26 3:59:10 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,First Choice,,,Man,21-24
2022/09/26 3:59:23 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,19-20
2022/09/26 3:59:48 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/09/26 3:59:54 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Liberal Arts,,,,,,,,,,,,,,2,Computing seems interesting but then I don't know if I will presume learning it after this class. ,Man,21-24
2022/09/26 4:00:08 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,"I am interested in learning more about programming, however some parts do not seem important to me",Man,18 and younger
2022/09/26 4:00:13 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Mathematics,,,,,,,,,,,,,,3,"I'd think about taking another computer class, because it's relatively related to my interests. But I am really pursuing courses in pure mathematics.",Man,21-24
2022/09/26 4:00:17 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,2,"I personally don't like it because it is very similar to learning a new language, I was placed in the class for my current major Mechanical Engineering.",Man,19-20
2022/09/26 4:00:38 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Electronics Engineering Technology,,,,,,,,,,,,,,4,I like the classes and I need the credits for my degree.,Prefer not to say,18 and younger
2022/09/26 4:01:22 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,Technology is always growing and all the things we learn in class will be very useful in the future.,Man,25-34
2022/09/26 4:02:17 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/09/26 4:02:35 PM EST,CMP 128 Computer Science I,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,N/A,,,Man,19-20
2022/09/26 4:03:07 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Finance,,,,,,,,,,,,,,5,.,I do not identify,65+
2022/09/26 4:04:20 PM EST,CMP 128 Computer Science I,High Impact,N/A,N/A,N/A,N/A,High Impact,N/A,High Impact,High Impact,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,First Choice,,,Woman,18 and younger
2022/09/26 4:04:54 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Woman,18 and younger
2022/09/26 5:06:55 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,First Choice,,,Man,19-20
2022/09/28 1:13:37 PM EST,CMP 128 Computer Science I,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,25-34
2022/09/28 3:24:21 PM EST,CMP 128 Computer Science I,N/A,No Impact,Some Impact,High Impact,No Impact,N/A,Some Impact,High Impact,No Impact,N/A,Some Impact,High Impact,Some Impact,No Impact,Challenger Program,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Business,,,Woman,19-20
2022/09/29 6:43:28 PM EST,CMP 128 Computer Science I,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2022/10/03 1:14:52 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Psychology,,,Man,21-24
2022/10/05 7:12:13 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,Non Degree seeking,,,,,,,,,,,,,,5,"My personal interest in acquiring more SKILLS in the STEM field motivates me, certificate programs and classes I can use to strengthen my acquiring of certifications is what motivates me. Its a great thing to have on the job market nowadays. 

I would not be interested in taking computing classes that require me to be in person due to personal transportation issues",Man,21-24
2022/10/05 8:36:35 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,First Choice,,,Man,18 and younger
2022/10/05 8:37:06 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2022/10/05 8:37:21 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,First Choice,,,Woman,18 and younger
2022/10/05 8:37:48 AM EST,CMP 128 Computer Science I,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Man,19-20
2022/10/05 8:37:51 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,First Choice,,,Man,19-20
2022/10/05 8:38:11 AM EST,CMP 128 Computer Science I,High Impact,N/A,N/A,N/A,N/A,N/A,High Impact,N/A,No Impact,Some Impact,N/A,Some Impact,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Woman,19-20
2022/10/05 8:38:11 AM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2022/10/05 8:38:31 AM EST,CMP 128 Computer Science I,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,CIS Game Development,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Woman,19-20
2022/10/05 8:38:44 AM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Technical Studies,No,No,No,Yes,No,No,No,No,No,No,No,No,Engineering,,,Man,19-20
2022/10/05 8:38:52 AM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Radiography,,,Man,19-20
2022/10/05 8:39:16 AM EST,CMP 128 Computer Science I,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/05 8:39:22 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Business,,,,,,,,,,,,,,3,I am somewhat on the fence because i do want to learn more but sometimes it gets confusing ,Man,18 and younger
2022/10/05 8:39:32 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,History,,,Man,21-24
2022/10/05 8:39:59 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2022/10/05 8:40:15 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,1,"I am in Mechanical, not electronic",Man,19-20
2022/10/05 8:40:24 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Business,,,Man,21-24
2022/10/05 8:40:28 AM EST,CMP 128 Computer Science I,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2022/10/05 8:42:07 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,4,I would like to learn about computing,Man,19-20
2022/10/05 8:43:17 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,N/A,N/A,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Business,,,Man,19-20
2022/10/05 8:45:25 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,CIS Game Development,No,No,No,No,No,No,No,No,No,No,No,Yes,First Choice,,,Man,18 and younger
2022/10/05 8:46:09 AM EST,CMP 128 Computer Science I,High Impact,N/A,N/A,N/A,N/A,High Impact,N/A,Some Impact,N/A,No Impact,N/A,No Impact,N/A,N/A,CIS Game Development,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,First Choice,,,Man,21-24
2022/10/05 8:46:40 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,N/A,N/A,N/A,N/A,Some Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,First Choice,,,Man,21-24
2022/10/05 8:47:24 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,4,I would like to learn about computing,Man,19-20
2022/10/05 8:55:47 AM EST,CMP 128 Computer Science I,No Impact,N/A,Some Impact,High Impact,High Impact,No Impact,Some Impact,N/A,Some Impact,Some Impact,N/A,Some Impact,High Impact,No Impact,Computer Science,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Science,,,Woman,18 and younger
2022/10/05 9:12:02 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,LIberal Arts,,,Man,18 and younger
2022/10/05 10:10:51 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Prefer not to say,19-20
