TIME,COURSE,IM_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2021/10/18 1:12:05 PM EST,CMP 128 Computer Science I,0,2,2,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Computer Science,1,0,0,0,0,0,0,0,0,0,0,0,Exercise science,,,Man,19-20
2021/10/18 2:21:19 PM EST,CMP 120 Foundations of Information Security,1,0,0,0,0,0,0,0,2,1,0,0,0,0,Information Tech0logy,1,1,0,1,0,0,0,0,0,1,0,1,First Choice,,,Man,18 and younger
2021/10/18 4:45:49 PM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,N/A,High School Student,,,,,,,,,,,,,,4,I would because it seems useful with what is needed in today's job market.,Man,18 and younger
2021/10/18 4:48:14 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,2,0,2,0,0,0,0,High School Student,,,,,,,,,,,,,,4,It seems useful in today's job market.,Man,18 and younger
2021/10/18 8:25:20 PM EST,CMP 120 Foundations of Information Security,2,1,0,0,1,0,N/A,1,0,2,0,0,0,0,ShareTime CSIP Program,1,1,0,1,0,1,0,0,0,1,0,1,First Choice,,,Man,18 and younger
2021/10/18 8:36:00 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ShareTime CSIP Program,1,1,0,1,0,0,0,0,0,1,0,0,First Choice,,,Woman,18 and younger
2021/10/18 8:40:28 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ShareTime CSIP Program,1,1,0,0,0,0,0,0,0,1,0,0,First Choice,,,Woman,18 and younger
2021/10/18 8:55:46 PM EST,CMP 130 Intro to IT,1,0,2,1,1,1,1,2,2,2,N/A,N/A,N/A,N/A,ShareTime CSIP Program,1,1,1,1,0,1,1,1,1,1,1,1,First Choice,,,Man,18 and younger
2021/10/18 9:47:46 PM EST,CMP 120 Foundations of Information Security,2,1,0,1,0,2,1,2,2,1,0,0,0,N/A,Information Tech0logy,1,1,1,1,1,1,0,0,0,1,0,1,First Choice,,,Woman,18 and younger
2021/10/18 10:01:01 PM EST,CMP 120 Foundations of Information Security,2,1,1,0,0,2,1,0,2,2,0,0,0,N/A,Information Tech0logy,1,0,0,1,0,0,1,0,1,1,0,1,First Choice,,,Woman,18 and younger
2021/10/18 10:47:33 PM EST,CMP 120 Foundations of Information Security,2,N/A,1,N/A,N/A,N/A,N/A,1,2,2,N/A,0,1,N/A,Information Tech0logy,1,1,0,0,0,0,0,0,0,1,0,1,First Choice,,,Man,18 and younger
2021/10/18 10:58:38 PM EST,CMP 120 Foundations of Information Security,2,0,0,0,0,0,0,2,0,0,0,0,0,N/A,ShareTime CSIP Program,1,1,0,0,0,0,0,0,0,1,0,1,First Choice,,,Man,18 and younger
2021/10/19 6:58:17 AM EST,CMP 120 Foundations of Information Security,1,1,0,1,1,0,0,2,2,1,0,0,0,0,ShareTime CSIP Program,1,1,1,1,0,1,0,0,1,1,1,1,First Choice,,,Man,18 and younger
2021/10/19 7:09:35 AM EST,CMP 120 Foundations of Information Security,1,1,1,0,1,1,1,0,2,2,1,0,0,0,ShareTime CSIP Program,1,1,1,1,1,1,0,0,1,1,0,1,First Choice,,,Man,18 and younger
2021/10/19 7:09:48 AM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ShareTime CSIP Program,1,1,0,1,0,0,0,0,0,1,0,0,First Choice,,,Woman,18 and younger
2021/10/19 7:10:10 AM EST,CMP 120 Foundations of Information Security,1,0,1,0,0,0,0,2,1,1,0,0,0,1,ShareTime CSIP Program,1,0,1,1,1,1,0,0,1,1,1,0,First Choice,,,Man,18 and younger
2021/10/19 7:12:18 AM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,2,2,0,0,0,0,0,ShareTime CSIP Program,1,0,1,1,0,1,0,0,1,1,1,0,First Choice,,,Woman,18 and younger
2021/10/19 7:14:27 AM EST,CMP 130 Intro to IT,2,0,0,0,2,0,0,0,0,0,0,0,0,0,ShareTime CSIP Program,1,0,1,1,0,1,0,0,0,1,1,0,First Choice,,,Man,18 and younger
2021/10/19 7:14:31 AM EST,CMP 120 Foundations of Information Security,2,N/A,1,N/A,N/A,N/A,N/A,2,2,0,0,2,0,0,Computer Science,1,0,1,1,0,1,0,0,0,1,0,1,Engineering,,,Man,18 and younger
2021/10/19 7:14:53 AM EST,CMP 120 Foundations of Information Security,1,1,1,2,0,0,0,1,2,2,0,0,2,2,Information Tech0logy,1,1,0,1,0,1,0,0,1,1,0,1,First Choice,,,Man,18 and younger
2021/10/19 7:15:07 AM EST,CMP 120 Foundations of Information Security,2,N/A,2,N/A,N/A,N/A,N/A,2,2,2,N/A,2,N/A,N/A,ShareTime CSIP Program,1,1,1,1,0,0,0,0,1,1,0,1,Engineering,,,Man,18 and younger
2021/10/19 7:17:04 AM EST,CMP 120 Foundations of Information Security,0,0,1,0,0,0,0,1,2,0,0,0,N/A,2,Undecided,,,,,,,,,,,,,,3,"I like computers and programming, however I'm 0t sure how much classes would help me",Man,18 and younger
2021/10/19 7:19:28 AM EST,CMP 120 Foundations of Information Security,1,0,0,0,0,0,0,1,2,0,0,0,0,0,Information Tech0logy,1,1,0,1,0,1,0,0,1,1,0,0,First Choice,,,Man,18 and younger
2021/10/19 7:23:06 AM EST,CMP 130 Intro to IT,2,0,0,0,0,0,0,1,1,0,0,0,0,0,ShareTime CSIP Program,1,0,1,0,0,1,0,0,0,0,0,1,First Choice,,,Man,18 and younger
2021/10/19 12:05:44 PM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,1,1,1,0,0,0,0,Business,,,,,,,,,,,,,,4,I am interested in switching my major to Cybersecurity. I've found I have more interest for that over what I am currently studying.,Man,19-20
2021/10/20 10:17:31 AM EST,CMP 130 Intro to IT,1,0,0,1,0,0,0,2,2,1,0,0,1,1,Information Tech0logy,1,0,0,0,0,0,0,0,0,0,0,0,Engineering,,,Man,19-20
2021/10/20 10:21:23 AM EST,CMP 130 Intro to IT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Information Tech0logy,1,1,0,0,0,1,0,0,1,1,1,1,Graphic Design,,,Man,19-20
2021/10/20 10:27:46 AM EST,CMP 130 Intro to IT,1,0,0,1,0,0,0,2,2,0,0,0,1,0,Information Tech0logy,1,0,0,0,0,0,1,0,0,0,0,0,Engineering,,,Man,19-20
2021/10/20 10:53:56 AM EST,CMP 130 Intro to IT,1,1,0,0,0,0,0,1,1,1,0,1,0,0,Information Tech0logy,1,1,0,1,0,0,0,0,0,0,1,1,First Choice,,,Man,18 and younger
2021/10/20 11:40:21 AM EST,CMP 130 Intro to IT,2,2,2,2,1,N/A,N/A,1,2,1,1,2,1,2,Information Tech0logy,1,1,0,1,1,1,0,0,1,1,1,1,Science,,,Prefer 0t to say,25-34
2021/10/20 12:13:05 PM EST,CMP 130 Intro to IT,2,0,0,0,0,1,0,0,2,0,0,0,2,N/A,Computer Science,1,1,0,0,0,0,0,0,0,1,0,1,Engineering,,,Man,19-20
2021/10/20 1:16:43 PM EST,CMP 130 Intro to IT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Information Tech0logy,1,1,0,1,0,1,0,0,1,1,1,1,Graphic Design,,,Man,19-20
2021/10/20 1:21:19 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,2,I find all the coding and commands very confusing and i'm struggling to understand the concept and the process of using jgrasp so I would say if I could do it again I would probably pick a different class.,Man,18 and younger
2021/10/20 8:18:53 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Information Tech0logy,1,0,0,1,0,1,0,0,0,0,0,1,First Choice,,,Man,19-20
2021/10/21 2:12:05 PM EST,CMP 130 Intro to IT,2,1,1,0,0,0,0,1,1,0,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,0,0,0,0,LIberal Arts,,,Man,19-20
2021/10/21 2:22:28 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,0,0,1,1,Science,,,Man,19-20
2021/10/21 3:13:46 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,2,2,1,0,1,0,N/A,Computer Science,1,1,0,1,0,1,0,0,1,0,1,1,First Choice,,,Man,19-20
2021/10/22 9:08:19 AM EST,CMP 130 Intro to IT,1,0,2,0,0,2,0,0,0,0,0,0,2,2,Information Tech0logy,1,1,0,0,0,1,0,0,1,1,1,1,First Choice,,,Man,18 and younger
2021/10/22 5:07:51 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Information Tech0logy,0,0,0,1,0,0,0,0,0,0,0,0,First Choice,,,Man,35-64
2021/10/22 7:34:04 PM EST,CMP 131 Fundamentals of Programming (Python),2,1,1,1,0,0,0,2,2,0,0,0,0,0,Computer Science,1,0,0,1,0,1,1,0,1,1,1,1,First Choice,,,Man,18 and younger
2021/10/22 7:36:54 PM EST,CMP 131 Fundamentals of Programming (Python),2,0,0,0,0,0,0,2,2,0,0,0,0,2,Computer Science,1,1,0,1,0,1,0,0,1,1,1,1,First Choice,,,Woman,18 and younger
2021/12/17 10:13:34 AM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,0,0,0,1,1,0,0,0,0,0,0,0,First Choice,,,Man,35-64
2021/12/17 1:11:40 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,Business,,,Man,18 and younger
2022/09/26 12:13:34 PM EST,CMP 128 Computer Science I,1,1,0,0,1,0,0,2,2,1,N/A,N/A,N/A,N/A,Computer Science,1,1,0,1,0,1,0,0,1,0,1,1,First Choice,,,Man,19-20
2022/09/26 1:36:22 PM EST,,0,0,0,0,0,0,0,2,2,0,1,0,1,1,Computer Science,1,1,0,1,1,1,0,0,0,1,1,1,First Choice,,,Man,25-34
2022/09/26 1:37:38 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Liberal Arts,,,,,,,,,,,,,,1,Im really only taking this class for the requirement. im 0t super interested or even very good with this kind of stuff,Woman,19-20
2022/09/26 1:39:43 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,1,0,First Choice,,,Man,18 and younger
2022/09/26 1:40:07 PM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,0,2,0,2,0,2,0,Information Tech0logy,1,0,0,1,1,1,0,0,1,1,1,1,First Choice,,,Man,25-34
2022/09/26 1:40:17 PM EST,CMP 128 Computer Science I,2,1,0,0,1,0,0,1,2,1,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,1,0,1,1,First Choice,,,Man,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,2,2,N/A,N/A,N/A,N/A,1,1,2,N/A,0,1,0,N/A,Information Tech0logy,1,1,0,0,1,0,1,1,0,1,1,1,Business,,,Man,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High School Student,,,,,,,,,,,,,,4,To further my k0wledge of computing.,Prefer 0t to say,18 and younger
2022/09/26 1:41:09 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Computer Science,1,0,0,1,0,1,1,1,1,1,1,1,First Choice,,,Man,19-20
2022/09/26 1:41:20 PM EST,CMP 128 Computer Science I,1,1,1,1,1,1,1,2,2,2,0,2,0,0,Computer Science,1,0,0,0,0,0,0,0,1,0,1,1,First Choice,,,Man,18 and younger
2022/09/26 1:41:22 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Computer Science,1,1,0,0,0,1,0,0,0,0,1,1,First Choice,,,Man,18 and younger
2022/09/26 1:41:42 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business,,,,,,,,,,,,,,1,Computer Science isn't really for me but it helps me with Business. ,Woman,18 and younger
2022/09/26 1:42:28 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Liberal Arts,,,,,,,,,,,,,,2,I'm taking this course because I need it to graduate ,Man,21-24
2022/09/26 1:42:46 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High School Student,,,,,,,,,,,,,,2,"I am more interested in doing law in the long run, I would like to practice as a lawyer one day. The program my high school offered did 0t allow me to do any law classes here, so I thought computer science was something interesting I could do that was available. While it certainly is interesting as I do it 0w, I still wanna do law in the long run.",I do 0t identify,18 and younger
2022/09/26 1:43:10 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Music Recording,,,,,,,,,,,,,,5,To further my studies in Computer Science and to lead to a positive career path.,Man,19-20
2022/09/26 1:43:43 PM EST,CMP 128 Computer Science I,2,2,2,1,2,2,2,1,1,N/A,N/A,1,1,N/A,Information Tech0logy,1,1,0,1,1,1,1,0,1,1,1,1,Nursing,,,Man,25-34
2022/09/26 1:44:19 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Computer Science,1,1,0,0,0,0,0,0,0,1,1,0,LIberal Arts,,,Man,19-20
2022/09/26 3:57:07 PM EST,CMP 128 Computer Science I,1,1,1,0,0,2,0,0,0,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2022/09/26 3:58:05 PM EST,CMP 128 Computer Science I,2,2,2,N/A,N/A,2,2,2,2,2,2,2,2,N/A,Computer Science,1,1,0,1,1,1,1,0,0,0,1,0,Science,,,Man,19-20
2022/09/26 3:58:15 PM EST,CMP 128 Computer Science I,1,0,0,0,0,1,0,2,2,1,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,1,1,1,0,First Choice,,,Man,18 and younger
2022/09/26 3:58:40 PM EST,CMP 128 Computer Science I,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Biology,,,,,,,,,,,,,,3,"I'm a bio major and in the field I want to go into computing is 0t required at all. except, if I wanted to make my own code for a machine or task.",Man,19-20
2022/09/26 3:59:10 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,2,0,0,0,1,0,Computer Science,1,1,0,1,1,1,0,0,0,0,0,0,First Choice,,,Man,21-24
2022/09/26 3:59:23 PM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,1,1,0,0,0,0,2,Computer Science,1,1,0,0,0,0,0,0,0,0,1,1,First Choice,,,Man,19-20
2022/09/26 3:59:48 PM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,1,1,1,0,0,0,0,Computer Science,1,1,0,1,1,0,0,0,1,0,1,1,First Choice,,,Man,18 and younger
2022/09/26 3:59:54 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,1,1,1,2,0,0,Liberal Arts,,,,,,,,,,,,,,2,Computing seems interesting but then I don't k0w if I will presume learning it after this class. ,Man,21-24
2022/09/26 4:00:08 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"I am interested in learning more about programming, however some parts do 0t seem important to me",Man,18 and younger
2022/09/26 4:00:13 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Mathematics,,,,,,,,,,,,,,3,"I'd think about taking a0ther computer class, because it's relatively related to my interests. But I am really pursuing courses in pure mathematics.",Man,21-24
2022/09/26 4:00:17 PM EST,CMP 128 Computer Science I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,2,"I personally don't like it because it is very similar to learning a new language, I was placed in the class for my current major Mechanical Engineering.",Man,19-20
2022/09/26 4:00:38 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electronics Engineering Tech0logy,,,,,,,,,,,,,,4,I like the classes and I need the credits for my degree.,Prefer 0t to say,18 and younger
2022/09/26 4:01:22 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,Tech0logy is always growing and all the things we learn in class will be very useful in the future.,Man,25-34
2022/09/26 4:02:17 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,2,2,0,0,0,2,CIS Game Development,1,1,0,1,0,1,0,0,0,0,1,1,First Choice,,,Man,18 and younger
2022/09/26 4:02:35 PM EST,CMP 128 Computer Science I,1,2,2,0,1,0,0,2,0,2,0,0,0,0,Information Tech0logy,0,1,0,0,0,1,0,0,0,1,0,0,N/A,,,Man,19-20
2022/09/26 4:03:07 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Finance,,,,,,,,,,,,,,5,.,I do 0t identify,65+
2022/09/26 4:04:20 PM EST,CMP 128 Computer Science I,2,N/A,N/A,N/A,N/A,2,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,0,0,0,1,0,0,0,0,0,1,First Choice,,,Woman,18 and younger
2022/09/26 4:04:54 PM EST,CMP 128 Computer Science I,2,0,0,0,0,2,0,1,2,0,0,0,0,0,Computer Science,1,1,0,0,0,1,0,0,1,0,1,1,First Choice,,,Woman,18 and younger
2022/09/26 5:06:55 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,1,0,0,0,1,0,0,0,1,1,0,First Choice,,,Man,19-20
2022/09/28 1:13:37 PM EST,CMP 128 Computer Science I,2,2,0,0,0,0,0,2,0,0,0,0,2,0,Computer Science,1,1,0,1,1,1,0,0,1,1,1,1,First Choice,,,Man,25-34
2022/09/28 3:24:21 PM EST,CMP 128 Computer Science I,N/A,0,1,2,0,N/A,1,2,0,N/A,1,2,1,0,Challenger Program,0,1,1,0,1,0,0,1,0,1,1,1,Business,,,Woman,19-20
2022/09/29 6:43:28 PM EST,CMP 128 Computer Science I,2,2,1,1,0,2,0,1,1,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,18 and younger
2022/10/03 1:14:52 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Information Tech0logy,1,1,0,1,1,1,0,1,1,1,1,0,Psychology,,,Man,21-24
2022/10/05 7:12:13 AM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0n Degree seeking,,,,,,,,,,,,,,5,"My personal interest in acquiring more SKILLS in the STEM field motivates me, certificate programs and classes I can use to strengthen my acquiring of certifications is what motivates me. Its a great thing to have on the job market 0wadays. 

I would 0t be interested in taking computing classes that require me to be in person due to personal transportation issues",Man,21-24
2022/10/05 8:36:35 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,1,0,1,0,First Choice,,,Man,18 and younger
2022/10/05 8:37:06 AM EST,CMP 128 Computer Science I,2,0,0,0,0,2,0,1,1,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2022/10/05 8:37:21 AM EST,CMP 128 Computer Science I,1,0,0,0,0,1,0,1,1,2,0,0,0,0,Computer Science,1,1,0,1,1,1,0,1,1,1,1,1,First Choice,,,Woman,18 and younger
2022/10/05 8:37:48 AM EST,CMP 128 Computer Science I,1,1,0,0,0,0,0,2,2,0,0,0,0,N/A,Computer Science,1,1,0,0,1,1,0,0,1,1,1,1,Business,,,Man,19-20
2022/10/05 8:37:51 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Computer Science,1,1,0,1,0,1,0,0,0,0,1,1,First Choice,,,Man,19-20
2022/10/05 8:38:11 AM EST,CMP 128 Computer Science I,2,N/A,N/A,N/A,N/A,N/A,2,N/A,0,1,N/A,1,N/A,N/A,Computer Science,1,1,0,1,0,1,0,0,1,1,1,1,First Choice,,,Woman,19-20
2022/10/05 8:38:11 AM EST,CMP 128 Computer Science I,2,2,2,2,2,2,0,0,0,0,0,0,0,0,Computer Science,1,1,1,1,0,1,0,0,0,0,0,0,First Choice,,,Man,18 and younger
2022/10/05 8:38:31 AM EST,CMP 128 Computer Science I,0,0,2,0,0,0,0,0,0,1,0,0,0,1,CIS Game Development,1,0,0,1,1,1,1,1,1,1,1,1,First Choice,,,Woman,19-20
2022/10/05 8:38:44 AM EST,CMP 128 Computer Science I,0,0,1,0,0,0,0,2,0,0,0,0,0,2,Technical Studies,0,0,0,1,0,0,0,0,0,0,0,0,Engineering,,,Man,19-20
2022/10/05 8:38:52 AM EST,CMP 128 Computer Science I,0,0,1,1,0,0,0,2,2,1,0,1,1,0,Computer Science,1,1,0,1,1,1,1,1,1,0,1,1,Radiography,,,Man,19-20
2022/10/05 8:39:16 AM EST,CMP 128 Computer Science I,2,1,0,0,0,1,0,2,2,0,0,0,0,0,Computer Science,1,1,0,1,1,1,0,0,1,1,1,1,First Choice,,,Man,18 and younger
2022/10/05 8:39:22 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Business,,,,,,,,,,,,,,3,I am somewhat on the fence because i do want to learn more but sometimes it gets confusing ,Man,18 and younger
2022/10/05 8:39:32 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIS Game Development,0,1,0,1,0,1,0,0,0,0,0,1,History,,,Man,21-24
2022/10/05 8:39:59 AM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Computer Science,1,1,0,1,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2022/10/05 8:40:15 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,1,"I am in Mechanical, 0t electronic",Man,19-20
2022/10/05 8:40:24 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Computer Science,1,1,0,1,0,1,0,0,1,0,0,1,Business,,,Man,21-24
2022/10/05 8:40:28 AM EST,CMP 128 Computer Science I,2,0,1,0,0,0,0,0,0,1,0,1,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2022/10/05 8:42:07 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,0,0,0,2,0,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,I would like to learn about computing,Man,19-20
2022/10/05 8:43:17 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,2,1,N/A,N/A,0,N/A,Computer Science,1,1,0,1,1,1,0,0,0,0,1,0,Business,,,Man,19-20
2022/10/05 8:45:25 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CIS Game Development,0,0,0,0,0,0,0,0,0,0,0,1,First Choice,,,Man,18 and younger
2022/10/05 8:46:09 AM EST,CMP 128 Computer Science I,2,N/A,N/A,N/A,N/A,2,N/A,1,N/A,0,N/A,0,N/A,N/A,CIS Game Development,1,1,0,1,0,1,0,0,1,0,0,1,First Choice,,,Man,21-24
2022/10/05 8:46:40 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,Computer Science,1,1,0,1,1,1,0,0,1,0,0,1,First Choice,,,Man,21-24
2022/10/05 8:47:24 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,I would like to learn about computing,Man,19-20
2022/10/05 8:55:47 AM EST,CMP 128 Computer Science I,0,N/A,1,2,2,0,1,N/A,1,1,N/A,1,2,0,Computer Science,1,0,1,0,0,1,0,1,1,0,1,0,Science,,,Woman,18 and younger
2022/10/05 9:12:02 AM EST,CMP 128 Computer Science I,1,0,0,0,1,0,0,2,1,2,0,0,0,2,CIS Game Development,1,1,0,0,0,0,0,0,1,0,1,1,LIberal Arts,,,Man,18 and younger
2022/10/05 10:10:51 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Information Tech0logy,1,1,0,0,0,0,0,0,0,1,1,1,First Choice,,,Prefer 0t to say,19-20
2022/10/05 10:13:52 AM EST,CMP 128 Computer Science I,2,0,2,0,0,0,0,2,2,2,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,moderately interested because it depends on what i need to learn in the future when looking for a programming job.,Man,18 and younger
2022/10/05 11:38:15 AM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime EDAM,,,,,,,,,,,,,,3,im 0t great at it,Woman,18 and younger
2022/10/05 11:38:27 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Challenger Program,0,0,1,1,0,0,0,0,0,0,0,1,Engineering,,,Man,18 and younger
2022/10/05 11:38:32 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,CIS Game Development,1,0,0,1,0,0,0,0,0,0,0,1,First Choice,,,Prefer 0t to say,18 and younger
2022/10/05 11:38:40 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime Engineering,,,,,,,,,,,,,,4,I like how with computing classes there is a right and wrong answer but still room to be creative. ,Woman,18 and younger
2022/10/05 11:39:22 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ShareTime EDAM,,,,,,,,,,,,,,3,I do 0t feel as though I need to be extremely well versed in computing for mechanical engineering but I also feel I need to k0w e0ugh to be useful in making things.,Man,18 and younger
2022/10/05 11:39:27 AM EST,CMP 128 Computer Science I,1,N/A,1,0,0,0,0,1,1,0,0,1,0,0,Psychology,,,,,,,,,,,,,,3,"It doesn't have to do with my major, but I have some friends that want to work in STEM and I thought it would be a good idea to try it out and see what it had to offer. I am completing this class for my credits, and although challenging at times, I enjoy learning about something I never would have experienced without the advice of my friends.",Woman,19-20
2022/10/05 11:40:26 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,0,0,0,1,0,0,0,1,1,1,First Choice,,,Man,18 and younger
